row_id,target_type,gnn_oof
0,egc,5.103146039304368
1,egc,4.743844510907094
2,egc,4.957976996822485
3,tg,83.00744387241264
4,egc,4.6408186408720065
5,tg,146.52500122910342
6,egb,0.569022862906412
7,egc,4.169798501216357
8,egc,2.980327509114961
9,egc,4.243709690101233
10,egc,3.2340223299235475
11,egc,1.8533323420890944
12,egc,3.785406050283964
13,tg,68.80426408565498
14,egc,5.579619796192299
15,egc,5.30720268378904
16,egb,4.906872696463688
17,tg,76.99857309984615
18,tg,67.575223734054
19,tg,120.45705312807719
20,tg,65.81366404432119
21,egc,5.1408192503203285
22,egc,4.999695125743911
23,tg,68.1654060586332
24,tg,68.91051823424677
25,tg,104.50723501421258
26,tg,48.744334038226256
27,tg,51.18736006525525
28,tg,151.65672169941215
29,tg,86.98938946241097
30,tg,41.35953739754966
31,tg,151.8719710531862
32,tg,143.1635525701195
33,tg,158.15095295570993
34,tg,145.99217055506585
35,tg,149.60498759732667
36,tg,157.31750429739031
37,tg,147.3086889801915
38,tg,115.75236602597933
39,tg,157.1860701461455
40,tg,93.08324924703119
41,tg,47.66908549518439
42,tg,59.314921262496426
43,tg,146.85911505498282
44,tg,94.31034842332434
45,tg,83.06533446735506
46,tg,63.5544481347992
47,tg,181.91561282658404
48,tg,114.24999388421605
49,tg,88.83494318991913
50,tg,148.19845773483763
51,tg,135.04548142779092
52,tg,141.17094221328716
53,tg,117.35204079937884
54,tg,133.47440078447025
55,tg,206.22332868313612
56,tg,75.41637540731698
57,tg,76.40534082143323
58,tg,79.08857184794414
59,tg,65.95011858865692
60,tg,42.44092486685817
61,tg,128.5633264279308
62,egc,5.43402013703126
63,egc,3.619754207166405
64,egc,2.7621109413287113
65,egb,1.4050877786507354
66,eps,6.59501619394016
67,nc,2.153423747556346
68,egc,3.768083660144408
69,egc,4.063540587549164
70,egc,3.4313478664801953
71,egc,3.292265969779376
72,egc,3.600246346246799
73,egb,5.285150414456559
74,eea,2.125292501350837
75,egb,5.47090498361314
76,ei,7.9102149699868365
77,nc,1.5959380292876058
78,egb,5.454179571728376
79,ei,7.829144682297141
80,egc,4.116664123117862
81,egc,4.051691291470741
82,egc,3.54165939077071
83,egc,3.7033301093154556
84,egc,3.8663472176919575
85,egc,3.405279527271767
86,egc,3.4916027021435774
87,egc,4.1138291754558685
88,egc,5.3749006824839425
89,egc,5.465303639602726
90,egc,5.709479653948995
91,tg,85.07996228809034
92,egb,5.745085030130178
93,ei,7.646295281635719
94,nc,1.6821276253166437
95,egc,5.677185833234487
96,egc,6.619265019468445
97,egc,5.662161638796851
98,egc,5.602735041551963
99,egc,6.00935393081079
100,egc,4.4013308639713316
101,egc,2.684097630846675
102,egc,4.099035992332002
103,eps,4.553632978645258
104,nc,2.04461990037567
105,egb,6.62016128300934
106,ei,7.599526295066102
107,eps,3.5518852285824547
108,egc,5.193523011739669
109,egc,4.40702024780793
110,egc,4.285884607325467
111,egc,5.320802066994047
112,egc,5.845101942413304
113,egc,4.377531721371117
114,egc,4.0774952972802865
115,egc,4.256760824525778
116,egc,4.43657581566283
117,egc,4.072599895076223
118,egc,4.278857035657023
119,egc,4.136833752235519
120,egc,3.3045134484176435
121,egc,3.851762566326545
122,egc,3.8541715240785637
123,egc,3.3451624665128943
124,egc,3.6475543600999045
125,egc,2.2016256182280123
126,egc,2.6339782237928624
127,egc,2.040036779477263
128,egc,2.5929166287447583
129,egc,3.510974844500532
130,egc,3.0988204698991875
131,egc,4.0438305041018054
132,egc,3.581588595745453
133,egc,3.122365023356825
134,egc,3.864241710569173
135,egc,3.8028007395338586
136,egc,2.928634813599339
137,egc,2.7471475024459817
138,egc,2.9523156464401348
139,egc,1.5166074844247648
140,egc,3.0045896324110792
141,egc,2.760265654921093
142,egc,1.8081520812388772
143,egc,3.5552611574628723
144,egc,3.628080054940624
145,egc,1.7226282625294593
146,egc,3.116869823620714
147,egc,2.419300059524332
148,egc,1.6594331384188856
149,egc,3.141164754916482
150,egc,2.7683762410907757
151,egc,2.8763068953896553
152,egc,3.2485929140412475
153,egc,3.0087511075118796
154,egc,2.220657809887747
155,egc,3.1416779056802255
156,egc,3.211041307605183
157,egc,3.990749403951458
158,egc,4.038749937660406
159,egc,4.523659914427145
160,egc,4.166543101746894
161,egc,4.702348326701244
162,egc,4.915015341897263
163,egc,6.158064180912926
164,egc,6.391369250554927
165,egc,5.856352936481031
166,egc,6.118245737988281
167,egc,6.287866461097589
168,egc,3.690166156498954
169,egc,5.993797050361756
170,egb,7.346895342272517
171,egc,5.990206023186481
172,egc,6.052973989011024
173,egc,5.49497637220851
174,egc,1.744191997956996
175,eea,2.8771891391965236
176,egb,2.9525468411693367
177,ei,5.989805891380459
178,eps,5.370345580774597
179,nc,2.0334648725185565
180,eea,3.378439277198968
181,egb,2.6032015654679492
182,ei,6.624573096263378
183,eps,4.949041109481385
184,egc,4.5172110700890515
185,egc,2.7703746314967574
186,egc,1.9020624098073355
187,egc,3.137049827917748
188,egc,2.8799660622565106
189,egc,5.884752886946579
190,egc,6.455866973762683
191,egb,2.734348966232575
192,ei,5.558362648723129
193,eps,4.656532718155303
194,ei,5.529688420149304
195,nc,2.1524340353445894
196,eea,3.228010076315413
197,ei,5.2119307041363
198,eps,5.1151181989839465
199,nc,2.182605109075248
