target,scratch_oof,scratch_trust,pretrain_oof,pretrain_trust,delta_oof
tg,0.8056997234828209,0.7997108523543227,0.8273338812746016,0.8193609721313959,0.021634157791780684
egc,0.8237039977769264,0.8170504790182069,0.8344468358703341,0.8407705121359952,0.010742838093407703
egb,0.8924149015584214,0.9015287721262945,0.8971439656377854,0.9068844097624065,0.00472906407936402
eps,0.7163132297357573,0.7708164827253792,0.7155960406288397,0.7559206688928269,-0.0007171891069175373
nc,0.8010314442978564,0.8333185607715159,0.8138314020394481,0.8312079310127511,0.012799957741591705
ei,0.7831391240727739,0.8265378481020859,0.7901703297757807,0.7973700605509644,0.00703120570300686
eea,0.8479826585622466,0.8522146129684611,0.8850648381957407,0.8766979813657156,0.03708217963349403
