id,target
1,13.577957153320312
2,111.78466796875
3,254.60958862304688
4,226.9584503173828
5,224.8243865966797
6,95.93607330322266
7,58.65593719482422
8,248.17958068847656
9,103.04200744628906
10,126.20948791503906
11,240.923828125
12,245.87452697753906
13,176.12808227539062
14,34.50315856933594
15,218.2118377685547
16,164.45993041992188
17,245.12710571289062
18,210.3814697265625
19,145.64520263671875
20,264.05010986328125
21,32.2762451171875
22,310.0194091796875
23,38.244686126708984
24,179.57264709472656
25,85.86443328857422
26,91.39408874511719
27,47.28438186645508
28,255.7806396484375
29,203.00697326660156
30,178.36309814453125
31,120.95901489257812
32,192.8341064453125
33,-16.260971069335938
34,76.99922180175781
35,246.5608367919922
36,252.5087890625
37,64.40473175048828
38,149.82240295410156
39,288.6308288574219
40,142.29432678222656
41,343.50018310546875
42,93.0773696899414
43,89.23381042480469
44,183.47024536132812
45,297.9960632324219
46,-6.037823677062988
47,244.22421264648438
48,151.76220703125
49,-33.33366394042969
50,138.12527465820312
51,246.65614318847656
52,235.10548400878906
53,69.31708526611328
54,302.948974609375
55,110.50653839111328
56,86.72108459472656
57,117.89579772949219
58,159.6630096435547
59,-89.96866607666016
60,309.7001953125
61,73.8970947265625
62,121.16567993164062
63,159.84950256347656
64,69.27765655517578
65,58.352455139160156
66,86.05862426757812
67,229.85939025878906
68,97.6360092163086
69,146.96243286132812
70,26.509584426879883
71,101.18185424804688
72,281.08074951171875
73,-31.76372528076172
74,130.1405487060547
75,31.57500457763672
76,330.82135009765625
77,213.5692901611328
78,174.19143676757812
79,221.4722442626953
80,52.569122314453125
81,237.988037109375
82,-53.555335998535156
83,142.5651397705078
84,181.02401733398438
85,274.20166015625
86,344.6525573730469
87,7.006458282470703
88,311.31903076171875
89,286.770751953125
90,286.51715087890625
91,246.91725158691406
92,195.89547729492188
93,134.06407165527344
94,18.908300399780273
95,232.57855224609375
96,306.141357421875
97,-86.7756118774414
98,76.6305923461914
99,35.38542938232422
100,154.2486572265625
101,49.617435455322266
102,81.50712585449219
103,183.69996643066406
104,110.31149291992188
105,-22.311290740966797
106,251.95004272460938
107,71.28529357910156
108,292.85516357421875
109,66.08612823486328
110,17.301328659057617
111,68.08102416992188
112,89.95134735107422
113,213.27037048339844
114,236.70956420898438
115,183.91543579101562
116,60.71192932128906
117,145.10943603515625
118,268.44842529296875
119,182.98260498046875
120,90.7755355834961
121,126.53509521484375
122,181.13548278808594
123,-19.454933166503906
124,96.68901062011719
125,177.76248168945312
126,190.77545166015625
127,186.23561096191406
128,56.9847297668457
129,248.17861938476562
130,-88.62196350097656
131,39.6622428894043
132,99.34283447265625
133,179.30331420898438
134,192.9015350341797
135,293.49627685546875
136,53.225677490234375
137,131.21141052246094
138,116.8503646850586
139,265.007080078125
140,132.28140258789062
141,221.44581604003906
142,97.13929748535156
143,40.75615692138672
144,233.67681884765625
145,204.1492156982422
146,148.67465209960938
147,95.2833023071289
148,41.35552215576172
149,264.0533142089844
150,-42.70036315917969
151,230.25628662109375
152,95.54249572753906
153,134.7144317626953
154,216.07884216308594
155,-40.89494705200195
156,249.7313995361328
157,128.93972778320312
158,294.17791748046875
159,186.6786346435547
160,113.80755615234375
161,119.56834411621094
162,48.45777893066406
163,179.4001007080078
164,142.27392578125
165,223.21006774902344
166,8.015365600585938
167,10.853416442871094
168,169.8562774658203
169,-74.82951354980469
170,281.11431884765625
171,-1.8925827741622925
172,130.02450561523438
173,269.06854248046875
174,264.5430908203125
175,173.11245727539062
176,206.53599548339844
177,85.86761474609375
178,147.11572265625
179,16.378793716430664
180,134.92515563964844
181,283.7996520996094
182,251.55667114257812
183,127.68844604492188
184,214.6157989501953
185,279.12933349609375
186,244.94189453125
187,79.01741027832031
188,230.01736450195312
189,72.9036865234375
190,266.8191223144531
191,79.93521118164062
192,63.712371826171875
193,259.07073974609375
194,189.00997924804688
195,111.94290924072266
196,342.7749938964844
197,126.34098815917969
198,132.95953369140625
199,66.85855865478516
200,56.52137756347656
201,125.68434143066406
202,25.593700408935547
203,77.39934539794922
204,213.878662109375
205,274.78729248046875
206,-3.146282196044922
207,68.4400634765625
208,19.28338050842285
209,248.3531951904297
210,73.11357879638672
211,20.106725692749023
212,139.4081573486328
213,47.757747650146484
214,183.4552001953125
215,-64.48320007324219
216,113.61212921142578
217,265.326904296875
218,306.49017333984375
219,47.666015625
220,69.89080047607422
221,109.48219299316406
222,172.428466796875
223,223.69142150878906
224,56.67793273925781
225,137.31103515625
226,35.77398681640625
227,249.1320037841797
228,243.22535705566406
229,244.26344299316406
