row_id,target_type,gnn_oof
0,egc,5.773719212783444
1,egc,3.868089733741701
2,egc,6.419201089847062
3,tg,-29.756879950755234
4,egc,4.577948325304968
5,tg,141.12947194548804
6,egb,1.727483156969916
7,egc,3.5525037899709897
8,egc,2.785768219708221
9,egc,3.060541385795689
10,egc,2.4443143365901863
11,egc,3.077500410981866
12,egc,2.434077305998797
13,tg,73.31184223103466
14,egc,7.250626838221512
15,egc,7.2169951801879755
16,egb,8.36502653060326
17,tg,55.581946850589475
18,tg,56.86462476982527
19,tg,97.87335781732335
20,tg,57.01469680526519
21,egc,7.072288908094307
22,egc,6.497773164494063
23,tg,-6.4557529089365175
24,tg,96.03320166269793
25,tg,126.8009879919899
26,tg,51.68168019481679
27,tg,66.46935859687714
28,tg,163.6860013694695
29,tg,61.683902994533824
30,tg,33.49033135149598
31,tg,167.53831091533397
32,tg,161.02989477246933
33,tg,152.34659654482567
34,tg,155.85913538082116
35,tg,166.9977196045025
36,tg,135.0063165088917
37,tg,130.77365365848982
38,tg,107.65179594470177
39,tg,160.20463026532195
40,tg,85.84136472884998
41,tg,131.052191180089
42,tg,109.95554833360627
43,tg,128.9756912415228
44,tg,104.36654695186877
45,tg,59.757990462071334
46,tg,1.5050948203262635
47,tg,120.89186989393144
48,tg,61.18734579862077
49,tg,51.71902749730549
50,tg,130.591353885925
51,tg,172.99807131625403
52,tg,143.6294202152461
53,tg,138.12558769691782
54,tg,145.4788380034016
55,tg,271.8780395778882
56,tg,-20.044097119550543
57,tg,-16.228468308439233
58,tg,47.500356066249665
59,tg,11.738788956414936
60,tg,-17.855166713301713
61,tg,91.07711772626126
62,egc,3.1304920602613757
63,egc,3.844824702571673
64,egc,3.7705118259987853
65,egb,1.7396184239801085
66,eps,6.528245212720709
67,nc,2.178211458759722
68,egc,3.1347632692413443
69,egc,3.2986694183262886
70,egc,3.0174308330259043
71,egc,3.3199076909196985
72,egc,3.8299992722686635
73,egb,4.412043645194703
74,eea,2.9369046049323724
75,egb,5.6209105312876275
76,ei,8.578584491972737
77,nc,1.6220039451049284
78,egb,5.224254838396325
79,ei,8.202333806208342
80,egc,3.6630504849940326
81,egc,2.714094050354981
82,egc,2.087956648503314
83,egc,2.6965257871582247
84,egc,3.6095832599247366
85,egc,2.1083699541311867
86,egc,3.302431776166399
87,egc,2.9487065795385567
88,egc,5.701481231880677
89,egc,5.999813158878622
90,egc,5.5070766354637355
91,tg,35.130731787760794
92,egb,5.766230524740313
93,ei,8.14541436965389
94,nc,1.5911798271857143
95,egc,5.552287647971744
96,egc,5.536412875765425
97,egc,5.164771426816342
98,egc,5.257046402786903
99,egc,5.543309846358342
100,egc,5.371967217352917
101,egc,3.4110871975002635
102,egc,4.33994997083281
103,eps,4.572384269983388
104,nc,1.9470181936660422
105,egb,5.477473132902716
106,ei,8.469421281761742
107,eps,3.6824367361033157
108,egc,5.4859110825960435
109,egc,4.676802426846203
110,egc,4.852726083110335
111,egc,5.9520686397310385
112,egc,5.453011295323912
113,egc,4.158028374299482
114,egc,4.552399539561069
115,egc,4.3604724962543875
116,egc,4.451184407053628
117,egc,4.640882165478165
118,egc,4.02190382433627
119,egc,4.3703196397559285
120,egc,4.174120277512025
121,egc,4.09608902077377
122,egc,4.2149215817423995
123,egc,3.7334471052327283
124,egc,3.625483362523946
125,egc,3.0221935077100195
126,egc,2.608004943660341
127,egc,2.6925680768415705
128,egc,3.0067589796015577
129,egc,3.5268500840572727
130,egc,3.425177999674376
131,egc,3.4750859773971157
132,egc,3.6750048414474
133,egc,3.3538488284029166
134,egc,3.461630678327319
135,egc,3.4079855796872756
136,egc,3.4559027380808764
137,egc,2.5288798999936115
138,egc,2.7585121561364248
139,egc,2.455471486693104
140,egc,2.7175520696000555
141,egc,2.710085118432037
142,egc,3.0168197256136358
143,egc,2.9129009942804034
144,egc,3.421486118277956
145,egc,2.9117872047538516
146,egc,3.534306192695493
147,egc,2.995887474076782
148,egc,2.5205588191937007
149,egc,2.6574233250806243
150,egc,3.1566260154691026
151,egc,2.770594099255095
152,egc,3.408563692159726
153,egc,3.0495549120670145
154,egc,3.274126884776758
155,egc,2.6986412021099633
156,egc,3.302712653770233
157,egc,4.247775965921
158,egc,3.776714033453832
159,egc,6.487733168840738
160,egc,3.3776407971741484
161,egc,5.5401278442727095
162,egc,5.232406940759777
163,egc,5.791149888015859
164,egc,5.548864866948515
165,egc,5.678551711578856
166,egc,6.10068700874014
167,egc,5.772133679740569
168,egc,3.664374769150812
169,egc,5.934169492435256
170,egb,6.262922741299623
171,egc,5.79822108684623
172,egc,6.06010136336216
173,egc,6.124212868180884
174,egc,2.9953259992793675
175,eea,3.0916474928070325
176,egb,3.085518695088034
177,ei,6.594743011691455
178,eps,4.469491055241561
179,nc,1.9543627112790554
180,eea,3.3645157300793764
181,egb,2.321204438898464
182,ei,6.418726024547158
183,eps,4.717179684784643
184,egc,4.869678355082909
185,egc,2.795703528866939
186,egc,3.1450879747719664
187,egc,2.883246862221429
188,egc,3.0760100304849822
189,egc,3.31221557031819
190,egc,3.998806571967866
191,egb,2.7739709703636493
192,ei,5.917357113905169
193,eps,4.640716785956615
194,ei,5.931680435123839
195,nc,2.17320478664746
196,eea,2.6741522860241878
197,ei,5.81447140366435
198,eps,4.778475778229844
199,nc,2.4163824952545507
200,eea,2.977167795254111
201,ei,5.757930870808084
202,nc,2.3021485974338347
203,ei,5.431562161015058
204,eps,6.963294619731554
205,nc,2.4251549769354757
206,ei,6.149475681991337
207,eps,5.307478407911555
208,nc,2.1440363355775323
209,egb,1.7324135440778101
210,eps,5.517217534645772
211,ei,6.147733714211053
212,eps,5.976568259527043
213,nc,2.266123168350974
214,eea,3.4484719693315666
215,egb,1.8644487588918128
216,ei,6.125781656028034
217,eps,6.435480011370041
218,eea,4.014040832146527
219,egb,1.8824953956430974
220,ei,6.804219946197582
221,nc,2.0925203042927714
222,eea,4.732877269813168
223,ei,6.776680525150069
224,egc,4.389990605972936
225,egc,3.6710931184123057
226,egb,3.8156843950599306
227,egc,4.258553767686093
228,eea,3.1819359766969066
229,egb,2.4538248467667976
230,ei,6.600608139489037
231,eps,4.733140368212287
232,nc,2.024616499850617
233,ei,6.477797764860591
234,egb,2.1111476112290313
235,nc,2.2800887658670663
236,eea,3.0187935185864725
237,ei,6.31414731074809
238,eea,3.1123301196257067
239,eps,6.052231900738705
240,eea,3.5763288677651612
241,ei,6.3034047398686175
242,eps,6.267143762645254
243,nc,2.2574508268481805
244,egc,4.2251235844196335
245,egc,3.4715360770590067
246,eea,2.2900722906398046
247,egb,2.1056051419059054
248,nc,2.362884008397388
249,eea,3.0357067589066853
250,ei,6.606574827333211
251,eps,4.658471051141649
252,nc,1.9689743241563884
253,nc,2.040207564991873
254,ei,6.080667416365993
255,nc,1.9758052251673577
256,eea,2.400271478586766
257,egb,3.084183318031566
258,egc,2.9807744830589
259,egc,2.7193517426064524
260,egc,2.9058731655692274
261,egc,2.7514153465029096
262,egc,2.9610367792015806
263,egc,2.7887844993340876
264,egc,3.1046552464521806
265,egc,2.840775925239677
266,egc,2.970720653833073
267,egc,2.908252913919849
268,egc,3.0522018913891373
269,egc,2.5952393603438533
270,egc,3.0164480885577807
271,egc,2.9749985926591234
272,egc,3.2004970408461393
273,egc,3.0852132819421265
274,egc,2.701223593603717
275,egc,2.720094082017318
276,egc,2.88515888626936
277,egc,2.520826143635287
278,egc,2.967016808265841
279,egc,2.9260221377982174
280,egc,2.866682280791718
281,egc,2.9307749046533784
282,egc,2.9058826995178437
283,egc,2.7942551164379825
284,egc,2.50090972497646
285,egc,2.86346317108255
286,egc,3.0371420848493185
287,egc,2.088506252600001
288,egc,3.323136521517651
289,egc,3.0310794282303863
290,egc,3.108510887436593
291,egc,3.0681730312525444
292,egc,3.6913233161447003
293,egc,4.330149842783758
294,egc,4.066683846284784
295,egc,2.5851376744347774
296,egc,2.7052966460046077
297,eea,4.9211669650149865
298,ei,7.101390634089982
299,ei,5.930662993501733
300,eps,5.076075974779935
301,nc,2.049710546538652
302,ei,7.3574735504327755
303,eps,4.043400705177207
304,nc,1.772578034367739
305,ei,7.03765342745115
306,eps,3.8658611506559426
307,nc,1.7434036893971925
308,eea,3.1531745658566606
309,eps,4.126389888284106
310,nc,1.882905781127856
311,eea,3.7623913392004034
312,eps,4.131514891985255
313,eea,3.1973991128675863
314,egb,3.4288575455058483
315,ei,7.302000513681557
316,eps,4.2242192226687765
317,nc,1.818737281810389
318,eea,3.5108467732406154
319,egb,1.8699931151735982
320,eps,6.555384857746505
321,nc,2.319317361539049
322,egb,2.3919349614278325
323,ei,5.837554914724731
324,eps,5.262074693637077
325,nc,2.1268866985831356
326,egb,2.033895995441664
327,nc,2.2218242745062406
328,eea,2.7930906545864413
329,egb,1.949001017733457
330,eps,5.461962683746644
331,eps,5.741290969914978
332,eea,2.938207217374697
333,egb,1.6207508784329727
334,eea,3.970972197772501
335,egb,1.258000766348181
336,ei,5.985769921029833
337,nc,2.487745787813807
338,egb,1.2206623360000592
339,eps,6.746398119769021
340,nc,2.315862441194927
341,egb,3.0069706207665545
342,ei,6.476963822536067
343,nc,1.9014851942137778
344,eea,3.7762812964860037
345,egb,2.349102650942071
346,eps,4.380709361414865
347,nc,1.9198937946923929
348,egc,2.9763452161660915
349,egc,1.9515436031243838
350,egb,2.438862797749498
351,egb,6.581615906728526
352,tg,78.45428550012296
353,tg,57.69146140136351
354,tg,75.99697866580418
355,tg,41.087831382351936
356,tg,7.406332787130907
357,tg,153.85007502645243
358,tg,37.30966692952677
359,tg,139.58324574338369
360,tg,60.54631573624617
361,tg,184.38854335831348
362,tg,113.17015740422381
363,tg,58.561589168661314
364,tg,53.78922430633364
